41130,halsted,orange,41.84678,-87.648088,1
40980,harlem (forest park branch),blue,41.87349,-87.806961,0
40750,harlem (o'hare branch),blue,41.98227,-87.8089,1
40020,harlem/lake,green,41.886848,-87.803176,1
40850,harold washington library-state/van buren,brown,41.876862,-87.628196,1
40850,harold washington library-state/van buren,orange,41.876862,-87.628196,1
40850,harold washington library-state/van buren,purple,41.876862,-87.628196,1
40850,harold washington library-state/van buren,pink,41.876862,-87.628196,1
41490,harrison,red,41.874039,-87.627479,0
40900,howard,red,42.019063,-87.672892,1
40900,howard,purple,42.019063,-87.672892,1
40900,howard,yellow,42.019063,-87.672892,1
40810,illinois medical district,blue,41.875706,-87.673932,1
40300,indiana,green,41.821732,-87.621371,1
40550,irving park,blue,41.952925,-87.729229,0
41460,irving park,brown,41.954521,-87.674868,1
40070,jackson,blue,41.878183,-87.629296,1
40560,jackson,red,41.878153,-87.627596,1
41190,jarvis,red,42.0160204165,-87.6692571266,0
41280,jefferson park,blue,41.9702338623,-87.7615940115,1
41040,kedzie,pink,41.853964,-87.705408,1
41070,kedzie,green,41.884321,-87.706155,1
41150,kedzie,orange,41.804236,-87.704406,1
41180,kedzie,brown,41.965996,-87.708821,1
40250,kedzie-homan,blue,41.874341,-87.70604,1
41290,kimball,brown,41.967901,-87.713065,1
41140,king drive,green,41.78013,-87.615546,1
40600,kostner,pink,41.853751,-87.733258,1
41660,lake,red,41.884809,-87.627813,1
40700,laramie,green,41.887163,-87.754986,1
41340,lasalle,pink,41.875568,-87.631722,0
41340,lasalle,orange,41.875568,-87.631722,0
41340,lasalle,purple,41.875568,-87.631722,0
40160,lasalle/van buren,orange,41.8768,-87.631739,0
40160,lasalle/van buren,pink,41.8768,-87.631739,0
40160,lasalle/van buren,purple,41.8768,-87.631739,0
40770,lawrence,red,41.9689762882,-87.6584869372,0
41050,linden,purple,42.073153,-87.69073,1
41020,logan square,blue,41.9295342259,-87.7076881549,1
41300,loyola,red,42.001073,-87.661061,1
40270,main,purple,42.033456,-87.679538,0
40460,merchandise mart,brown,41.888969,-87.633924,1
40460,merchandise mart,purple,41.888969,-87.633924,1
40930,midway,orange,41.78661,-87.737875,1
40790,monroe,blue,41.880703,-87.629378,0
41090,monroe,red,41.880745,-87.627696,0
41330,montrose,blue,41.9609010454,-87.7429034362,0
41500,montrose,brown,41.961756,-87.675047,1
41510,morgan,green,41.88557676,-87.65212993,1
41510,morgan,pink,41.88557676,-87.65212993,1
40100,morse,red,42.008362,-87.665909,0
40650,north/clybourn,red,41.910655,-87.649177,0
40400,noyes,purple,42.058282,-87.683337,0
40890,o'hare,blue,41.97766526,-87.90422307,1
40180,oak park,blue,41.872108,-87.791602,0
41350,oak park,green,41.886988,-87.793783,0
41680,oakton-skokie,yellow,42.02624348,-87.74722084,1
41310,paulina,brown,41.943623,-87.670907,1
41030,polk,pink,41.871551,-87.66953,1
40030,pulaski,green,41.885412,-87.725404,1
40150,pulaski,pink,41.853732,-87.724311,1
40920,pulaski,blue,41.873797,-87.725663,0
40960,pulaski,orange,41.799756,-87.724493,1
40040,quincy/wells,pink,41.878723,-87.63374,0
40040,quincy/wells,orange,41.878723,-87.63374,0
40040,quincy/wells,purple,41.878723,-87.63374,0
40470,racine,blue,41.87592,-87.659458,0
40200,randolph/wabash,brown,41.884431,-87.626149,0
40200,randolph/wabash,green,41.884431,-87.626149,0
40610,ridgeland,green,41.887159,-87.783661,0
41010,rockwell,brown,41.966115,-87.6941,1
41400,roosevelt,red,41.8673785311,-87.6270314058,1
41400,roosevelt,green,41.8673785311,-87.6270314058,1
41400,roosevelt,orange,41.8673785311,-87.6270314058,1
40820,rosemont,blue,41.983507,-87.859388,1
40800,sedgwick,brown,41.910409,-87.639302,1
40800,sedgwick,purple,41.910409,-87.639302,1
40080,sheridan,red,41.9539048386,-87.6546614127,0
40840,south boulevard,purple,42.027612,-87.678329,0
40360,southport,brown,41.943744,-87.663619,1
40190,sox-35th,red,41.831191,-87.630636,1
40260,state/lake (loop 'l'),brown,41.88574,-87.627835,0
40260,state/lake (loop 'l'),green,41.88574,-87.627835,0
40260,state/lake (loop 'l'),orange,41.88574,-87.627835,0
40260,state/lake (loop 'l'),purple,41.88574,-87.627835,0
40260,state/lake (loop 'l'),pink,41.88574,-87.627835,0
40880,thorndale,red,41.9900990857,-87.6590684978,0
40350,uic-halsted,blue,41.875474,-87.649707,1
40370,washington,blue,41.883164,-87.62944,0
40730,washington/wells,brown,41.882695,-87.63378,1
40730,washington/wells,orange,41.882695,-87.63378,1
40730,washington/wells,purple,41.882695,-87.63378,1
40730,washington/wells,pink,41.882695,-87.63378,1
41210,wellington,brown,41.936033,-87.653266,1
41210,wellington,purple,41.936033,-87.653266,1
40310,western,orange,41.804546,-87.684019,1
40740,western,pink,41.854225,-87.685129,1
41480,western,brown,41.966163,-87.688502,1
40220,western (forest park branch),blue,41.875478,-87.688436,0
40670,western (o'hare branch),blue,41.916157,-87.687364,1
40540,wilson,red,41.965481568,-87.6579258145,0
